F1 Score,Feature Name,Frequency Count
0.7161572052401747,cheekbones_high,91.0
0.6899563318777293,cheeks_chubby/full,86.0
0.7641921397379913,eyes_deep-set,70.0
0.8122270742358079,nose_wide nostrils,64.0
0.7379912663755459,mouth_big/wide,62.0
0.74235807860262,eyes_narrow,58.0
0.8078602620087336,ears_stick out,53.0
0.8078602620087336,eyes_wide,47.0
0.7991266375545851,forehead_big,46.0
0.7729257641921398,lips_pouty/full,46.0
0.8165938864628821,eyebrows_arched (v-shaped),45.0
0.8296943231441049,eyebrows_bushy,45.0
0.7991266375545851,nose_wide,45.0
0.8471615720524017,eyes_light-colored,43.0
0.8034934497816594,lips_thin upper,43.0
0.8165938864628821,eyes_slanted down,42.0
0.8253275109170306,nose_upturned,42.0
0.8471615720524017,eyes_bags under eyes,38.0
0.8471615720524017,nose_pointy,34.0
0.8558951965065502,eyes_wide-set,33.0
0.8646288209606987,chin_weak jawline,30.0
0.8777292576419214,eyes_slanted up,30.0
0.868995633187773,chin_strong jawline,29.0
0.8864628820960698,ears_big,29.0
0.868995633187773,eyes_long eyelashes,29.0
0.8777292576419214,eyes_narrow-set,29.0
0.8864628820960698,facial hair_mustache,29.0
0.868995633187773,chin_square,28.0
0.8602620087336245,eyelids_puffy,28.0
0.8820960698689956,cheekbones_sharp,27.0
0.9039301310043668,lips_thin,27.0
0.8777292576419214,eyes_almond,26.0
0.8733624454148472,forehead_wide,26.0
0.8908296943231441,hair_receding hairline,26.0
0.8908296943231441,chin_forward,25.0
0.8951965065502183,nose_hooked,24.0
0.8908296943231441,chin_pointed,23.0
0.8951965065502183,eyebrows_light,23.0
0.8995633187772926,eyebrows_long,22.0
0.8995633187772926,facial hair_goatee,22.0
0.9039301310043668,nose_v-shaped,22.0
0.9082969432314411,forehead_wrinkled,21.0
0.9126637554585153,nose_rounded tip,20.0
0.9126637554585153,teeth_big,20.0
0.9126637554585153,eyebrows_short,19.0
0.925764192139738,facial hair_beard,19.0
0.9170305676855895,hair_curly,19.0
0.9213973799126638,chin_cleft,18.0
0.9213973799126638,mouth_small,18.0
0.9301310043668122,head_long,17.0
0.925764192139738,nose_cleft,17.0
0.925764192139738,nose_well-defined tip,17.0
0.9301310043668122,lips_thick lower,16.0
0.9344978165938864,head_small,15.0
0.9388646288209607,eyelids_hooded,14.0
0.9388646288209607,nose_dorsal hump,14.0
0.9432314410480349,skin_smooth,14.0
0.9432314410480349,head_big,13.0
0.9432314410480349,lips_downturned,13.0
0.9432314410480349,nose_long,13.0
0.9432314410480349,cheeks_dimples,12.0
0.9475982532751092,chin_double chin,12.0
0.9475982532751092,chin_rounded,12.0
