F1 Score,Feature Name,Frequency Count
0.6125,eyes_narrow,10.0
0.65,cheeks_chubby/full,9.0
0.7083333333333334,cheekbones_high,8.0
0.6916666666666667,eyes_light-colored,8.0
0.6333333333333333,eyes_deep-set,7.0
0.8083333333333333,nose_wide nostrils,7.0
0.7666666666666667,eyebrows_arched (v-shaped),6.0
0.7125,lips_thin upper,6.0
0.7458333333333333,nose_pointy,6.0
0.7916666666666666,chin_forward,5.0
0.7791666666666667,eyelids_puffy,5.0
0.8083333333333333,forehead_big,5.0
0.8333333333333334,chin_double chin,4.0
0.8333333333333334,chin_square,4.0
0.8041666666666667,chin_weak jawline,4.0
0.8333333333333334,ears_low,4.0
0.8291666666666667,eyebrows_light,4.0
0.775,eyes_bags under eyes,4.0
0.8291666666666667,eyes_wide-set,4.0
0.8208333333333333,facial hair_mustache,4.0
0.825,forehead_wide,4.0
0.8041666666666667,hair_receding hairline,4.0
0.8333333333333334,lips_downturned,4.0
0.7916666666666666,nose_upturned,4.0
0.7708333333333334,nose_wide,4.0
0.8666666666666667,cheekbones_sharp,3.0
0.7833333333333333,ears_stick out,3.0
0.8666666666666667,eyebrows_short,3.0
0.8625,eyes_narrow-set,3.0
0.7666666666666667,eyes_slanted down,3.0
0.8708333333333333,eyes_slanted up,3.0
0.875,forehead_small,3.0
0.875,lips_thick lower,3.0
0.8791666666666667,nose_hooked,3.0
0.875,nose_thin bridge,3.0
0.9166666666666666,cheeks_dimples,2.0
0.9166666666666666,chin_cleft,2.0
0.8833333333333333,ears_big,2.0
0.9291666666666667,eyelids_hooded,2.0
0.9208333333333333,eyes_almond,2.0
0.9208333333333333,eyes_glasses,2.0
0.8875,eyes_long eyelashes,2.0
0.9041666666666667,eyes_wide,2.0
0.9166666666666666,eyes_wide-x,2.0
0.9291666666666667,facial hair_beard,2.0
0.9166666666666666,hair_bangs,2.0
0.9166666666666666,hair_widows peak,2.0
0.9083333333333333,head_long,2.0
0.8416666666666667,lips_pouty/full,2.0
0.9208333333333333,lips_thin,2.0
0.8583333333333333,mouth_big/wide,2.0
