F1 Score,Feature Name,Frequency Count
0.6877729257641921,cheekbones_high,91.0
0.6615720524017468,cheeks_chubby/full,86.0
0.7794759825327511,eyes_deep-set,70.0
0.7838427947598253,nose_wide nostrils,64.0
0.7445414847161572,mouth_big/wide,62.0
0.7816593886462883,eyes_narrow,58.0
0.7969432314410481,ears_stick out,53.0
0.8078602620087336,eyes_wide,47.0
0.8144104803493449,forehead_big,46.0
0.7947598253275109,lips_pouty/full,46.0
0.7969432314410481,eyebrows_arched (v-shaped),45.0
0.8558951965065502,eyebrows_bushy,45.0
0.8231441048034934,nose_wide,45.0
0.8318777292576419,eyes_light-colored,43.0
0.8100436681222707,lips_thin upper,43.0
0.8296943231441049,eyes_slanted down,42.0
0.8231441048034934,nose_upturned,42.0
0.8471615720524017,eyes_bags under eyes,38.0
0.8471615720524017,nose_pointy,34.0
0.8580786026200873,eyes_wide-set,33.0
0.8646288209606987,chin_weak jawline,30.0
0.8733624454148472,eyes_slanted up,30.0
0.868995633187773,chin_strong jawline,29.0
0.8799126637554585,ears_big,29.0
0.8646288209606987,eyes_long eyelashes,29.0
0.8755458515283843,eyes_narrow-set,29.0
0.8820960698689956,facial hair_mustache,29.0
0.8799126637554585,chin_square,28.0
0.87117903930131,eyelids_puffy,28.0
0.8799126637554585,cheekbones_sharp,27.0
0.8973799126637555,lips_thin,27.0
0.8842794759825328,eyes_almond,26.0
0.8820960698689956,forehead_wide,26.0
0.9061135371179039,hair_receding hairline,26.0
0.8864628820960698,chin_forward,25.0
0.8973799126637555,nose_hooked,24.0
0.9039301310043668,chin_pointed,23.0
0.8930131004366813,eyebrows_light,23.0
0.9039301310043668,eyebrows_long,22.0
0.9126637554585153,facial hair_goatee,22.0
0.9104803493449781,nose_v-shaped,22.0
0.9104803493449781,forehead_wrinkled,21.0
0.9148471615720524,nose_rounded tip,20.0
0.9126637554585153,teeth_big,20.0
0.9148471615720524,eyebrows_short,19.0
0.9213973799126638,facial hair_beard,19.0
0.9126637554585153,hair_curly,19.0
0.9213973799126638,chin_cleft,18.0
0.9213973799126638,mouth_small,18.0
0.9192139737991266,head_long,17.0
0.925764192139738,nose_cleft,17.0
0.9301310043668122,nose_well-defined tip,17.0
0.9279475982532751,lips_thick lower,16.0
0.9344978165938864,head_small,15.0
0.9410480349344978,eyelids_hooded,14.0
0.9366812227074236,nose_dorsal hump,14.0
0.9366812227074236,skin_smooth,14.0
0.9432314410480349,head_big,13.0
0.9432314410480349,lips_downturned,13.0
0.9432314410480349,nose_long,13.0
0.9454148471615721,cheeks_dimples,12.0
0.9497816593886463,chin_double chin,12.0
0.9475982532751092,chin_rounded,12.0
0.9585152838427947,eyes_glasses,12.0
0.9475982532751092,eyes_wide-x,12.0
0.9475982532751092,lips_medial cleft,12.0
0.9519650655021834,hair_white,11.0
0.9563318777292577,nose_crooked,11.0
0.9519650655021834,skin_mole,11.0
0.9541484716157205,teeth_white,11.0
0.9563318777292577,ears_pierced,10.0
0.9563318777292577,ears_pointy,10.0
0.9563318777292577,forehead_small,10.0
0.9585152838427947,hair_long,10.0
0.9541484716157205,nose_flat,10.0
0.9563318777292577,nose_short,10.0
0.9563318777292577,nose_thin,10.0
0.9606986899563319,cheeks_thin/hollow,9.0
0.9606986899563319,ears_low,9.0
0.9606986899563319,ears_small,9.0
0.9606986899563319,eyebrows_thick,9.0
0.962882096069869,facial hair_stubble,9.0
0.962882096069869,nose_bulbous,9.0
0.9606986899563319,nose_thin bridge,9.0
0.9606986899563319,nose_wide bridge,9.0
0.9650655021834061,eyebrows_flat,8.0
0.9650655021834061,eyes_stick out,8.0
0.9672489082969432,facial hair_trimmed,8.0
0.9650655021834061,nose_button,8.0
0.9650655021834061,teeth_gap,8.0
0.9672489082969432,teeth_straight,8.0
0.9694323144104804,hair_bald,7.0
0.9694323144104804,hair_widows peak,7.0
0.9694323144104804,head_square,7.0
0.9694323144104804,nose_wide tip,7.0
0.9737991266375546,eyebrows_thin,6.0
0.9737991266375546,eyes_crows feet,6.0
0.9737991266375546,eyes_small,6.0
0.9737991266375546,hair_bangs,6.0
0.9737991266375546,hair_black,6.0
0.9737991266375546,hair_short,6.0
0.9737991266375546,skin_pale,6.0
0.9737991266375546,teeth_buck,6.0
0.9781659388646288,eyelids_receded,5.0
0.9781659388646288,head_round,5.0
0.9781659388646288,mouth_crooked,5.0
0.9781659388646288,nose_small nostrils,5.0
0.9781659388646288,skin_freckles,5.0
0.982532751091703,ears_flat,4.0
0.982532751091703,eyelids_drooping,4.0
0.982532751091703,forehead_narrow,4.0
0.982532751091703,hair_blond,4.0
0.982532751091703,nose_flared nostrils,4.0
0.982532751091703,skin_rough,4.0
0.982532751091703,teeth_crooked,4.0
0.982532751091703,teeth_overbite,4.0
0.9868995633187773,ears_high,3.0
0.9868995633187773,facial hair_messy,3.0
0.9868995633187773,facial hair_soul patch,3.0
0.9868995633187773,hair_big,3.0
0.9868995633187773,hair_hat,3.0
0.9868995633187773,hair_red,3.0
0.9868995633187773,lips_large,3.0
0.9868995633187773,lips_upturned,3.0
0.9868995633187773,neck_thick,3.0
0.9868995633187773,teeth_small,3.0
0.9912663755458515,eyebrows_furrowed,2.0
0.9912663755458515,eyebrows_scar,2.0
0.9912663755458515,eyes_lazy eye,2.0
0.9912663755458515,facial hair_sideburns,2.0
0.9912663755458515,hair_dreads,2.0
0.9912663755458515,hair_slicked back,2.0
0.9912663755458515,head_wide,2.0
0.9912663755458515,nose_small,2.0
0.9956331877729258,chin_crooked,1.0
0.9956331877729258,chin_scar,1.0
0.9956331877729258,eyebrows_curved down,1.0
0.9956331877729258,eyebrows_far apart,1.0
0.9956331877729258,eyebrows_slanted down,1.0
0.9956331877729258,eyebrows_unibrow,1.0
0.9956331877729258,eyes_round,1.0
0.9956331877729258,facial hair_handlebar,1.0
0.9956331877729258,facial hair_thick,1.0
0.9956331877729258,facial hair_thin,1.0
0.9956331877729258,facial hair_white,1.0
0.9956331877729258,forehead_scar,1.0
0.9956331877729258,hair_white streaks,1.0
0.9956331877729258,lips_red lipstick,1.0
0.9956331877729258,neck_Adam's apple,1.0
0.9956331877729258,neck_lines,1.0
0.9956331877729258,neck_tattoos,1.0
